"Chromosome"	"Start"	"End"	"Strand"	"Feature"	"Illumina"	"Missing"	"Length"	"Miss %"	"Locus Tag"	"Product"
"CP040689"	1650166	1650423	"+"	"CDS"	"Missing"	106	258	41.1	"FF952_08020"	"hypothetical protein"
"CP040689"	1650166	1650423	"+"	"exon"	"Missing"	106	258	41.1		
"CP040689"	1661587	1662699	"-"	"gene"	"Missing"	559	1113	50.2	"FF952_08070"	
"CP040689"	1661587	1662699	"-"	"mRNA"	"Missing"	559	1113	50.2	"FF952_08070"	
"CP040689"	1661587	1662699	"-"	"CDS"	"Missing"	559	1113	50.2	"FF952_08070"	"PE family protein"
"CP040689"	1661587	1662699	"-"	"exon"	"Missing"	559	1113	50.2		
"CP040689"	1785763	1786063	"+"	"pseudogenic_exon"	"Missing"	57	301	18.9	"FF952_08640"	"hypothetical protein"
"CP040689"	1785763	1786063	"+"	"pseudogene"	"Missing"	57	301	18.9	"FF952_08640"	
"CP040689"	1791746	1792144	"-"	"gene"	"Missing"	27	399	6.8	"FF952_08685"	
"CP040689"	1791746	1792144	"-"	"mRNA"	"Missing"	27	399	6.8	"FF952_08685"	
"CP040689"	1791746	1792144	"-"	"CDS"	"Missing"	27	399	6.8	"FF952_08685"	"DUF2742 domain-containing protein"
"CP040689"	1791746	1792144	"-"	"exon"	"Missing"	27	399	6.8		
"CP040689"	1848732	1849523	"-"	"gene"	"Missing"	119	792	15	"FF952_08975"	
"CP040689"	1848732	1849523	"-"	"mRNA"	"Missing"	119	792	15	"FF952_08975"	
"CP040689"	1848732	1849523	"-"	"CDS"	"Missing"	119	792	15	"FF952_08975"	"MBL fold metallo-hydrolase"
"CP040689"	1848732	1849523	"-"	"exon"	"Missing"	119	792	15		
"CP040689"	1849560	1849697	"-"	"pseudogenic_exon"	"Missing"	16	138	11.6	"FF952_08980"	"MBL fold metallo-hydrolase"
"CP040689"	1849560	1849697	"-"	"pseudogene"	"Missing"	16	138	11.6	"FF952_08980"	
"CP040689"	1868352	1871399	"-"	"gene"	"Missing"	799	3048	26.2	"FF952_09055"	
"CP040689"	1868352	1871399	"-"	"mRNA"	"Missing"	799	3048	26.2	"FF952_09055"	
"CP040689"	1868352	1871399	"-"	"CDS"	"Missing"	799	3048	26.2	"FF952_09055"	"PE family protein"
"CP040689"	1868352	1871399	"-"	"exon"	"Missing"	799	3048	26.2		
"CP040689"	1961562	1961810	"-"	"gene"	"Missing"	158	249	63.5	"FF952_09455"	
"CP040689"	1961562	1961810	"-"	"mRNA"	"Missing"	158	249	63.5	"FF952_09455"	
"CP040689"	1961562	1961810	"-"	"CDS"	"Missing"	158	249	63.5	"FF952_09455"	"cell wall anchor protein"
"CP040689"	1961562	1961810	"-"	"exon"	"Missing"	158	249	63.5		
"CP040689"	1977243	1977644	"-"	"gene"	"Missing"	37	402	9.2	"FF952_09540"	
"CP040689"	1977243	1977644	"-"	"mRNA"	"Missing"	37	402	9.2	"FF952_09540"	
"CP040689"	1977243	1977644	"-"	"CDS"	"Missing"	37	402	9.2	"FF952_09540"	"hypothetical protein"
"CP040689"	1977243	1977644	"-"	"exon"	"Missing"	37	402	9.2		
"CP040689"	1987869	1991558	"-"	"gene"	"Missing"	857	3690	23.2	"FF952_09585"	
"CP040689"	1987869	1991558	"-"	"mRNA"	"Missing"	857	3690	23.2	"FF952_09585"	
"CP040689"	1987869	1991558	"-"	"CDS"	"Missing"	857	3690	23.2	"FF952_09585"	"PPE domain-containing protein"
"CP040689"	1987869	1991558	"-"	"exon"	"Missing"	857	3690	23.2		
"CP040689"	2002066	2004811	"-"	"pseudogenic_exon"	"Missing"	1817	2746	66.2	"FF952_09620"	"WAG22 antigen"
"CP040689"	2002066	2004811	"-"	"pseudogene"	"Missing"	1817	2746	66.2	"FF952_09620"	
"CP040689"	2012449	2014323	"+"	"gene"	"Missing"	795	1875	42.4	"FF952_09675"	
"CP040689"	2012449	2014323	"+"	"mRNA"	"Missing"	795	1875	42.4	"FF952_09675"	
"CP040689"	2012449	2014323	"+"	"CDS"	"Missing"	795	1875	42.4	"FF952_09675"	"PE family protein"
"CP040689"	2012449	2014323	"+"	"exon"	"Missing"	795	1875	42.4		
"CP040689"	2042200	2042496	"+"	"gene"	"Missing"	212	297	71.4	"FF952_09795"	
"CP040689"	2042200	2042496	"+"	"mRNA"	"Missing"	212	297	71.4	"FF952_09795"	
"CP040689"	2042200	2042496	"+"	"CDS"	"Missing"	212	297	71.4	"FF952_09795"	"ESAT-6-like protein EsxM"
"CP040689"	2042200	2042496	"+"	"exon"	"Missing"	212	297	71.4		
"CP040689"	2042547	2042831	"+"	"gene"	"Missing"	193	285	67.7	"FF952_09800"	
"CP040689"	2042547	2042831	"+"	"mRNA"	"Missing"	193	285	67.7	"FF952_09800"	
"CP040689"	2042547	2042831	"+"	"CDS"	"Missing"	193	285	67.7	"FF952_09800"	"ESAT-6-like protein EsxN"
"CP040689"	2042547	2042831	"+"	"exon"	"Missing"	193	285	67.7		
"CP040689"	2056776	2058695	"-"	"gene"	"Missing"	137	1920	7.1	"FF952_09855"	
"CP040689"	2056776	2058695	"-"	"mRNA"	"Missing"	137	1920	7.1	"FF952_09855"	
"CP040689"	2056776	2058695	"-"	"CDS"	"Missing"	137	1920	7.1	"FF952_09855"	"PE family protein"
"CP040689"	2056776	2058695	"-"	"exon"	"Missing"	137	1920	7.1		
"CP040689"	2073027	2074531	"-"	"pseudogenic_exon"	"Missing"	1046	1505	69.5	"FF952_09940"	"PE family protein"
"CP040689"	2073027	2074531	"-"	"pseudogene"	"Missing"	1046	1505	69.5	"FF952_09940"	
"CP040689"	2099772	2101319	"-"	"gene"	"Missing"	1013	1548	65.4	"FF952_10050"	
"CP040689"	2099772	2101319	"-"	"mRNA"	"Missing"	1013	1548	65.4	"FF952_10050"	
"CP040689"	2099772	2101319	"-"	"CDS"	"Missing"	1013	1548	65.4	"FF952_10050"	"PE family protein"
"CP040689"	2099772	2101319	"-"	"exon"	"Missing"	1013	1548	65.4		
"CP040689"	2174826	2180054	"-"	"gene"	"Missing"	1414	5229	27	"FF952_10465"	
"CP040689"	2174826	2180054	"-"	"mRNA"	"Missing"	1414	5229	27	"FF952_10465"	
"CP040689"	2174826	2180054	"-"	"CDS"	"Missing"	1414	5229	27	"FF952_10465"	"PPE family protein"
"CP040689"	2174826	2180054	"-"	"exon"	"Missing"	1414	5229	27		
"CP040689"	2314201	2316765	"-"	"gene"	"Missing"	1760	2565	68.6	"FF952_11245"	
"CP040689"	2314201	2316765	"-"	"mRNA"	"Missing"	1760	2565	68.6	"FF952_11245"	
"CP040689"	2314201	2316765	"-"	"CDS"	"Missing"	1760	2565	68.6	"FF952_11245"	"sugar epimerase family protein"
"CP040689"	2314201	2316765	"-"	"exon"	"Missing"	1760	2565	68.6		
"CP040689"	2316770	2329225	"-"	"gene"	"Missing"	3318	12456	26.6	"FF952_11250"	
"CP040689"	2316770	2329225	"-"	"mRNA"	"Missing"	3318	12456	26.6	"FF952_11250"	
"CP040689"	2316770	2329225	"-"	"CDS"	"Missing"	3318	12456	26.6	"FF952_11250"	"type I polyketide synthase"
"CP040689"	2316770	2329225	"-"	"exon"	"Missing"	3318	12456	26.6		
"CP040689"	2343690	2344781	"+"	"gene"	"Missing"	283	1092	25.9	"FF952_11330"	
"CP040689"	2343690	2344781	"+"	"mRNA"	"Missing"	283	1092	25.9	"FF952_11330"	
"CP040689"	2343690	2344781	"+"	"CDS"	"Missing"	283	1092	25.9	"FF952_11330"	"precorrin-3B synthase"
"CP040689"	2343690	2344781	"+"	"exon"	"Missing"	283	1092	25.9		
"CP040689"	2378985	2380460	"-"	"gene"	"Missing"	384	1476	26	"FF952_11505"	
"CP040689"	2378985	2380460	"-"	"mRNA"	"Missing"	384	1476	26	"FF952_11505"	
"CP040689"	2378985	2380460	"-"	"CDS"	"Missing"	384	1476	26	"FF952_11505"	"PE family protein"
"CP040689"	2378985	2380460	"-"	"exon"	"Missing"	384	1476	26		
"CP040689"	2408096	2409184	"-"	"gene"	"Missing"	419	1089	38.5	"FF952_11640"	
"CP040689"	2408096	2409184	"-"	"mRNA"	"Missing"	419	1089	38.5	"FF952_11640"	
"CP040689"	2408096	2409184	"-"	"CDS"	"Missing"	419	1089	38.5	"FF952_11640"	"PE family protein"
"CP040689"	2408096	2409184	"-"	"exon"	"Missing"	419	1089	38.5		
"CP040689"	2438308	2439840	"-"	"gene"	"Missing"	319	1533	20.8	"FF952_11810"	
"CP040689"	2438308	2439840	"-"	"mRNA"	"Missing"	319	1533	20.8	"FF952_11810"	
"CP040689"	2438308	2439840	"-"	"CDS"	"Missing"	319	1533	20.8	"FF952_11810"	"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase"
"CP040689"	2438308	2439840	"-"	"exon"	"Missing"	319	1533	20.8		
"CP040689"	2439837	2441444	"-"	"gene"	"Missing"	168	1608	10.4	"FF952_11815"	
"CP040689"	2439837	2441444	"-"	"mRNA"	"Missing"	168	1608	10.4	"FF952_11815"	
"CP040689"	2439837	2441444	"-"	"CDS"	"Missing"	168	1608	10.4	"FF952_11815"	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C 6-diaminopimelate ligase"
"CP040689"	2439837	2441444	"-"	"exon"	"Missing"	168	1608	10.4		
"CP040689"	2441467	2442501	"-"	"gene"	"Missing"	136	1035	13.1	"FF952_11820"	
"CP040689"	2441467	2442501	"-"	"mRNA"	"Missing"	136	1035	13.1	"FF952_11820"	
"CP040689"	2441467	2442501	"-"	"CDS"	"Missing"	136	1035	13.1	"FF952_11820"	"hypothetical protein"
"CP040689"	2441467	2442501	"-"	"exon"	"Missing"	136	1035	13.1		
"CP040689"	2444080	2445660	"-"	"gene"	"Missing"	940	1581	59.5	"FF952_11835"	
"CP040689"	2444080	2445660	"-"	"mRNA"	"Missing"	940	1581	59.5	"FF952_11835"	
"CP040689"	2444080	2445660	"-"	"CDS"	"Missing"	940	1581	59.5	"FF952_11835"	"PE family protein"
"CP040689"	2444080	2445660	"-"	"exon"	"Missing"	940	1581	59.5		
"CP040689"	2551412	2551591	"+"	"gene"	"Missing"	50	180	27.8	"FF952_12355"	
"CP040689"	2551412	2551591	"+"	"mRNA"	"Missing"	50	180	27.8	"FF952_12355"	
"CP040689"	2551412	2551591	"+"	"CDS"	"Missing"	50	180	27.8	"FF952_12355"	"hypothetical protein"
"CP040689"	2551412	2551591	"+"	"exon"	"Missing"	50	180	27.8		
"CP040689"	2632040	2633287	"+"	"gene"	"Missing"	464	1248	37.2	"FF952_12810"	
"CP040689"	2632040	2633287	"+"	"mRNA"	"Missing"	464	1248	37.2	"FF952_12810"	
"CP040689"	2632040	2633287	"+"	"CDS"	"Missing"	464	1248	37.2	"FF952_12810"	"IS256-like element IS1081 family transposase"
"CP040689"	2632040	2633287	"+"	"exon"	"Missing"	464	1248	37.2		
"CP040689"	2645322	2645606	"-"	"gene"	"Missing"	228	285	80	"FF952_12870"	
"CP040689"	2645322	2645606	"-"	"mRNA"	"Missing"	228	285	80	"FF952_12870"	
"CP040689"	2645322	2645606	"-"	"CDS"	"Missing"	228	285	80	"FF952_12870"	"ESAT-6-like protein EsxN"
"CP040689"	2645322	2645606	"-"	"exon"	"Missing"	228	285	80		
"CP040689"	2645657	2645953	"-"	"gene"	"Missing"	212	297	71.4	"FF952_12875"	
"CP040689"	2645657	2645953	"-"	"mRNA"	"Missing"	212	297	71.4	"FF952_12875"	
"CP040689"	2645657	2645953	"-"	"CDS"	"Missing"	212	297	71.4	"FF952_12875"	"WXG100 family type VII secretion target"
"CP040689"	2645657	2645953	"-"	"exon"	"Missing"	212	297	71.4		
"CP040689"	2656566	2658413	"-"	"gene"	"Missing"	556	1848	30.1	"FF952_12915"	
"CP040689"	2656566	2658413	"-"	"mRNA"	"Missing"	556	1848	30.1	"FF952_12915"	
"CP040689"	2656566	2658413	"-"	"CDS"	"Missing"	556	1848	30.1	"FF952_12915"	"PPE domain-containing protein"
"CP040689"	2656566	2658413	"-"	"exon"	"Missing"	556	1848	30.1		
"CP040689"	2711731	2712816	"+"	"gene"	"Missing"	604	1086	55.6	"FF952_13135"	
"CP040689"	2711731	2712816	"+"	"mRNA"	"Missing"	604	1086	55.6	"FF952_13135"	
"CP040689"	2711731	2712816	"+"	"CDS"	"Missing"	604	1086	55.6	"FF952_13135"	"PE family protein"
"CP040689"	2711731	2712816	"+"	"exon"	"Missing"	604	1086	55.6		
"CP040689"	2742261	2743136	"-"	"gene"	"Missing"	60	876	6.8	"FF952_13305"	
"CP040689"	2742261	2743136	"-"	"mRNA"	"Missing"	60	876	6.8	"FF952_13305"	
"CP040689"	2742261	2743136	"-"	"CDS"	"Missing"	60	876	6.8	"FF952_13305"	"MoxR family ATPase"
"CP040689"	2742261	2743136	"-"	"exon"	"Missing"	60	876	6.8		
"CP040689"	2756050	2757180	"-"	"gene"	"Missing"	76	1131	6.7	"FF952_13390"	
"CP040689"	2756050	2757180	"-"	"mRNA"	"Missing"	76	1131	6.7	"FF952_13390"	
"CP040689"	2756050	2757180	"-"	"CDS"	"Missing"	76	1131	6.7	"FF952_13390"	"glutamate 5-kinase"
"CP040689"	2756050	2757180	"-"	"exon"	"Missing"	76	1131	6.7		
"CP040689"	2812876	2814960	"-"	"gene"	"Missing"	1182	2085	56.7	"FF952_13650"	
"CP040689"	2812876	2814960	"-"	"mRNA"	"Missing"	1182	2085	56.7	"FF952_13650"	
"CP040689"	2812876	2814960	"-"	"CDS"	"Missing"	1182	2085	56.7	"FF952_13650"	"PE family protein"
"CP040689"	2812876	2814960	"-"	"exon"	"Missing"	1182	2085	56.7		
"CP040689"	2818824	2823806	"-"	"gene"	"Missing"	3818	4983	76.6	"FF952_13665"	
"CP040689"	2818824	2823806	"-"	"mRNA"	"Missing"	3818	4983	76.6	"FF952_13665"	
"CP040689"	2818824	2823806	"-"	"CDS"	"Missing"	3818	4983	76.6	"FF952_13665"	"PE family protein"
"CP040689"	2818824	2823806	"-"	"exon"	"Missing"	3818	4983	76.6		
"CP040689"	2881998	2882405	"+"	"gene"	"Missing"	302	408	74	"FF952_13975"	
"CP040689"	2881998	2882405	"+"	"mRNA"	"Missing"	302	408	74	"FF952_13975"	
"CP040689"	2881998	2882405	"+"	"CDS"	"Missing"	302	408	74	"FF952_13975"	"hypothetical protein"
"CP040689"	2881998	2882405	"+"	"exon"	"Missing"	302	408	74		
"CP040689"	2884039	2884698	"+"	"gene"	"Missing"	381	660	57.7	"FF952_13990"	
"CP040689"	2884039	2884698	"+"	"mRNA"	"Missing"	381	660	57.7	"FF952_13990"	
"CP040689"	2884039	2884698	"+"	"CDS"	"Missing"	381	660	57.7	"FF952_13990"	"hypothetical protein"
"CP040689"	2884039	2884698	"+"	"exon"	"Missing"	381	660	57.7		
"CP040689"	2939121	2940761	"+"	"gene"	"Missing"	1093	1641	66.6	"FF952_14250"	
"CP040689"	2939121	2940761	"+"	"mRNA"	"Missing"	1093	1641	66.6	"FF952_14250"	
"CP040689"	2939121	2940761	"+"	"CDS"	"Missing"	1093	1641	66.6	"FF952_14250"	"PE family protein"
"CP040689"	2939121	2940761	"+"	"exon"	"Missing"	1093	1641	66.6		
"CP040689"	2960955	2961182	"+"	"gene"	"Missing"	66	228	28.9	"FF952_14375"	
"CP040689"	2960955	2961182	"+"	"mRNA"	"Missing"	66	228	28.9	"FF952_14375"	
"CP040689"	2960955	2961182	"+"	"CDS"	"Missing"	66	228	28.9	"FF952_14375"	"hypothetical protein"
"CP040689"	2960955	2961182	"+"	"exon"	"Missing"	66	228	28.9		
"CP040689"	2961179	2962573	"-"	"gene"	"Missing"	1122	1395	80.4	"FF952_14380"	
"CP040689"	2961179	2962573	"-"	"mRNA"	"Missing"	1122	1395	80.4	"FF952_14380"	
"CP040689"	2961179	2962573	"-"	"CDS"	"Missing"	1122	1395	80.4	"FF952_14380"	"PE family protein"
"CP040689"	2961179	2962573	"-"	"exon"	"Missing"	1122	1395	80.4		
"CP040689"	2977692	2980028	"-"	"gene"	"Missing"	889	2337	38	"FF952_14480"	
"CP040689"	2977692	2980028	"-"	"mRNA"	"Missing"	889	2337	38	"FF952_14480"	
"CP040689"	2977692	2980028	"-"	"CDS"	"Missing"	889	2337	38	"FF952_14480"	"PE family protein"
"CP040689"	2977692	2980028	"-"	"exon"	"Missing"	889	2337	38		
"CP040689"	2997113	2997292	"-"	"gene"	"Missing"	35	180	19.4	"FF952_14640"	
"CP040689"	2997113	2997292	"-"	"mRNA"	"Missing"	35	180	19.4	"FF952_14640"	
"CP040689"	2997113	2997292	"-"	"CDS"	"Missing"	35	180	19.4	"FF952_14640"	"hypothetical protein"
"CP040689"	2997113	2997292	"-"	"exon"	"Missing"	35	180	19.4		
"CP040689"	2999294	3000652	"-"	"gene"	"Missing"	237	1359	17.4	"FF952_14660"	
"CP040689"	2999294	3000652	"-"	"mRNA"	"Missing"	237	1359	17.4	"FF952_14660"	
"CP040689"	2999294	3000652	"-"	"CDS"	"Missing"	237	1359	17.4	"FF952_14660"	"protoporphyrinogen oxidase"
"CP040689"	2999294	3000652	"-"	"exon"	"Missing"	237	1359	17.4		
"CP040689"	3013628	3013885	"+"	"gene"	"Missing"	106	258	41.1	"FF952_14730"	
"CP040689"	3013628	3013885	"+"	"mRNA"	"Missing"	106	258	41.1	"FF952_14730"	
"CP040689"	3013628	3013885	"+"	"CDS"	"Missing"	106	258	41.1	"FF952_14730"	"hypothetical protein"
"CP040689"	3013628	3013885	"+"	"exon"	"Missing"	106	258	41.1		
"CP040689"	3051594	3053132	"-"	"gene"	"Missing"	96	1539	6.2	"FF952_14950"	
"CP040689"	3051594	3053132	"-"	"mRNA"	"Missing"	96	1539	6.2	"FF952_14950"	
"CP040689"	3051594	3053132	"-"	"CDS"	"Missing"	96	1539	6.2	"FF952_14950"	"tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB"
"CP040689"	3051594	3053132	"-"	"exon"	"Missing"	96	1539	6.2		
"CP040689"	3060522	3062099	"+"	"gene"	"Missing"	995	1578	63.1	"FF952_15005"	
"CP040689"	3060522	3062099	"+"	"mRNA"	"Missing"	995	1578	63.1	"FF952_15005"	
"CP040689"	3060522	3062099	"+"	"CDS"	"Missing"	995	1578	63.1	"FF952_15005"	"PE family protein"
"CP040689"	3060522	3062099	"+"	"exon"	"Missing"	995	1578	63.1		
"CP040689"	3115025	3116674	"+"	"gene"	"Missing"	109	1650	6.6	"FF952_15305"	
"CP040689"	3115025	3116674	"+"	"mRNA"	"Missing"	109	1650	6.6	"FF952_15305"	
"CP040689"	3115025	3116674	"+"	"CDS"	"Missing"	109	1650	6.6	"FF952_15305"	"CocE/NonD family hydrolase"
"CP040689"	3115025	3116674	"+"	"exon"	"Missing"	109	1650	6.6		
"CP040689"	3123427	3124836	"+"	"gene"	"Missing"	200	1410	14.2	"FF952_15370"	
"CP040689"	3123427	3124836	"+"	"mRNA"	"Missing"	200	1410	14.2	"FF952_15370"	
"CP040689"	3123427	3124836	"+"	"CDS"	"Missing"	200	1410	14.2	"FF952_15370"	"DDE-type integrase/transposase/recombinase"
"CP040689"	3123427	3124836	"+"	"exon"	"Missing"	200	1410	14.2		
"CP040689"	3144007	3144276	"-"	"gene"	"Missing"	131	270	48.5	"FF952_15450"	
"CP040689"	3144007	3144276	"-"	"mRNA"	"Missing"	131	270	48.5	"FF952_15450"	
"CP040689"	3144007	3144276	"-"	"CDS"	"Missing"	131	270	48.5	"FF952_15450"	"DUF2277 family protein"
"CP040689"	3144007	3144276	"-"	"exon"	"Missing"	131	270	48.5		
"CP040689"	3152848	3155550	"-"	"gene"	"Missing"	505	2703	18.7	"FF952_15505"	
"CP040689"	3152848	3155550	"-"	"mRNA"	"Missing"	505	2703	18.7	"FF952_15505"	
"CP040689"	3152848	3155550	"-"	"CDS"	"Missing"	505	2703	18.7	"FF952_15505"	"translation initiation factor IF-2"
"CP040689"	3152848	3155550	"-"	"exon"	"Missing"	505	2703	18.7		
"CP040689"	3169945	3171792	"+"	"gene"	"Missing"	874	1848	47.3	"FF952_15575"	
"CP040689"	3169945	3171792	"+"	"mRNA"	"Missing"	874	1848	47.3	"FF952_15575"	
"CP040689"	3169945	3171792	"+"	"CDS"	"Missing"	874	1848	47.3	"FF952_15575"	"PE family protein"
"CP040689"	3169945	3171792	"+"	"exon"	"Missing"	874	1848	47.3		
"CP040689"	3178397	3179323	"-"	"gene"	"Missing"	54	927	5.8	"FF952_15620"	
"CP040689"	3178397	3179323	"-"	"mRNA"	"Missing"	54	927	5.8	"FF952_15620"	
"CP040689"	3178397	3179323	"-"	"CDS"	"Missing"	54	927	5.8	"FF952_15620"	"gamma-glutamyl-gamma-aminobutyrate hydrolase"
"CP040689"	3178397	3179323	"-"	"exon"	"Missing"	54	927	5.8		
"CP040689"	3199927	3200040	"-"	"gene"	"Missing"	106	114	93	"FF952_15745"	
"CP040689"	3199927	3200040	"-"	"mRNA"	"Missing"	106	114	93	"FF952_15745"	
"CP040689"	3199927	3200040	"-"	"CDS"	"Missing"	106	114	93	"FF952_15745"	"uridylate kinase"
"CP040689"	3199927	3200040	"-"	"exon"	"Missing"	106	114	93		
"CP040689"	3202016	3203332	"-"	"gene"	"Missing"	109	1317	8.3	"FF952_15760"	
"CP040689"	3202016	3203332	"-"	"mRNA"	"Missing"	109	1317	8.3	"FF952_15760"	
"CP040689"	3202016	3203332	"-"	"CDS"	"Missing"	109	1317	8.3	"FF952_15760"	"transposase"
"CP040689"	3202016	3203332	"-"	"exon"	"Missing"	109	1317	8.3		
"CP040689"	3298966	3299187	"-"	"gene"	"Missing"	78	222	35.1	"FF952_16080"	
"CP040689"	3298966	3299187	"-"	"mRNA"	"Missing"	78	222	35.1	"FF952_16080"	
"CP040689"	3298966	3299187	"-"	"CDS"	"Missing"	78	222	35.1	"FF952_16080"	"hypothetical protein"
"CP040689"	3298966	3299187	"-"	"exon"	"Missing"	78	222	35.1		
"CP040689"	3318499	3319785	"-"	"gene"	"Missing"	72	1287	5.6	"FF952_16150"	
"CP040689"	3318499	3319785	"-"	"mRNA"	"Missing"	72	1287	5.6	"FF952_16150"	
"CP040689"	3318499	3319785	"-"	"CDS"	"Missing"	72	1287	5.6	"FF952_16150"	"PGL/p-HBAD biosynthesis glycosyltransferase"
"CP040689"	3318499	3319785	"-"	"exon"	"Missing"	72	1287	5.6		
"CP040689"	3386820	3388067	"-"	"gene"	"Missing"	464	1248	37.2	"FF952_16495"	
"CP040689"	3386820	3388067	"-"	"mRNA"	"Missing"	464	1248	37.2	"FF952_16495"	
"CP040689"	3386820	3388067	"-"	"CDS"	"Missing"	464	1248	37.2	"FF952_16495"	"IS256-like element IS1081 family transposase"
"CP040689"	3386820	3388067	"-"	"exon"	"Missing"	464	1248	37.2		
"CP040689"	3392520	3393476	"-"	"gene"	"Missing"	56	957	5.9	"FF952_16525"	
"CP040689"	3392520	3393476	"-"	"mRNA"	"Missing"	56	957	5.9	"FF952_16525"	
"CP040689"	3392520	3393476	"-"	"CDS"	"Missing"	56	957	5.9	"FF952_16525"	"electron transfer flavoprotein subunit alpha/FixB family protein"
"CP040689"	3392520	3393476	"-"	"exon"	"Missing"	56	957	5.9		
"CP040689"	3486951	3488198	"+"	"gene"	"Missing"	464	1248	37.2	"FF952_17010"	
"CP040689"	3486951	3488198	"+"	"mRNA"	"Missing"	464	1248	37.2	"FF952_17010"	
"CP040689"	3486951	3488198	"+"	"CDS"	"Missing"	464	1248	37.2	"FF952_17010"	"IS256-like element IS1081 family transposase"
"CP040689"	3486951	3488198	"+"	"exon"	"Missing"	464	1248	37.2		
"CP040689"	3521743	3524163	"+"	"gene"	"Missing"	182	2421	7.5	"FF952_17205"	
"CP040689"	3521743	3524163	"+"	"mRNA"	"Missing"	182	2421	7.5	"FF952_17205"	
"CP040689"	3521743	3524163	"+"	"CDS"	"Missing"	182	2421	7.5	"FF952_17205"	"NADH-quinone oxidoreductase subunit G"
"CP040689"	3521743	3524163	"+"	"exon"	"Missing"	182	2421	7.5		
"CP040689"	3532388	3534127	"-"	"gene"	"Missing"	175	1740	10.1	"FF952_17245"	
"CP040689"	3532388	3534127	"-"	"mRNA"	"Missing"	175	1740	10.1	"FF952_17245"	
"CP040689"	3532388	3534127	"-"	"CDS"	"Missing"	175	1740	10.1	"FF952_17245"	"PPE family protein"
"CP040689"	3532388	3534127	"-"	"exon"	"Missing"	175	1740	10.1		
"CP040689"	3534375	3536276	"-"	"gene"	"Missing"	225	1902	11.8	"FF952_17250"	
"CP040689"	3534375	3536276	"-"	"mRNA"	"Missing"	225	1902	11.8	"FF952_17250"	
"CP040689"	3534375	3536276	"-"	"CDS"	"Missing"	225	1902	11.8	"FF952_17250"	"PPE family protein"
"CP040689"	3534375	3536276	"-"	"exon"	"Missing"	225	1902	11.8		
"CP040689"	3668091	3668561	"+"	"gene"	"Missing"	135	471	28.7	"FF952_17925"	
"CP040689"	3668091	3668561	"+"	"mRNA"	"Missing"	135	471	28.7	"FF952_17925"	
"CP040689"	3668091	3668561	"+"	"CDS"	"Missing"	135	471	28.7	"FF952_17925"	"acyl-CoA carboxylase subunit epsilon"
"CP040689"	3668091	3668561	"+"	"exon"	"Missing"	135	471	28.7		
"CP040689"	3693862	3695277	"-"	"gene"	"Missing"	99	1416	7	"FF952_18035"	
"CP040689"	3693862	3695277	"-"	"mRNA"	"Missing"	99	1416	7	"FF952_18035"	
"CP040689"	3693862	3695277	"-"	"CDS"	"Missing"	99	1416	7	"FF952_18035"	"NAD(P)H-quinone dehydrogenase"
"CP040689"	3693862	3695277	"-"	"exon"	"Missing"	99	1416	7		
"CP040689"	3727119	3727964	"-"	"gene"	"Missing"	86	846	10.2	"FF952_18220"	
"CP040689"	3727119	3727964	"-"	"mRNA"	"Missing"	86	846	10.2	"FF952_18220"	
"CP040689"	3727119	3727964	"-"	"CDS"	"Missing"	86	846	10.2	"FF952_18220"	"DUF732 domain-containing protein"
"CP040689"	3727119	3727964	"-"	"exon"	"Missing"	86	846	10.2		
"CP040689"	3744167	3749964	"-"	"pseudogenic_exon"	"Missing"	4917	5798	84.8	"FF952_18275"	"PE family protein"
"CP040689"	3744167	3749964	"-"	"pseudogene"	"Missing"	4917	5798	84.8	"FF952_18275"	
"CP040689"	3762179	3762669	"-"	"pseudogenic_exon"	"Missing"	491	491	100	"FF952_18290"	"hypothetical protein"
"CP040689"	3762179	3762669	"-"	"pseudogene"	"Missing"	491	491	100	"FF952_18290"	
"CP040689"	3764908	3770850	"-"	"pseudogenic_exon"	"Missing"	1218	5943	20.5	"FF952_18315"	"PPE family protein"
"CP040689"	3764908	3770850	"-"	"pseudogene"	"Missing"	1218	5943	20.5	"FF952_18315"	
"CP040689"	3788333	3790108	"+"	"gene"	"Missing"	1027	1776	57.8	"FF952_18415"	
"CP040689"	3788333	3790108	"+"	"mRNA"	"Missing"	1027	1776	57.8	"FF952_18415"	
"CP040689"	3788333	3790108	"+"	"CDS"	"Missing"	1027	1776	57.8	"FF952_18415"	"PE family protein"
"CP040689"	3788333	3790108	"+"	"exon"	"Missing"	1027	1776	57.8		
"CP040689"	3810071	3812341	"+"	"gene"	"Missing"	1775	2271	78.2	"FF952_18505"	
"CP040689"	3810071	3812341	"+"	"mRNA"	"Missing"	1775	2271	78.2	"FF952_18505"	
"CP040689"	3810071	3812341	"+"	"CDS"	"Missing"	1775	2271	78.2	"FF952_18505"	"PE family protein"
"CP040689"	3810071	3812341	"+"	"exon"	"Missing"	1775	2271	78.2		
"CP040689"	3828889	3829164	"-"	"pseudogenic_exon"	"Missing"	276	276	100	"FF952_18580"	"hypothetical protein"
"CP040689"	3828889	3829164	"-"	"pseudogene"	"Missing"	276	276	100	"FF952_18580"	
